SLNO,time,temp_max_C,temp_min_C,temp_mean_C,precip_mm,wind_speed_max_m_s,weather_code,heavy_rain_flag,thunderstorm_flag,Complaint_Count
1177,30-08-2025,31.4,24.6,27.9,0.8,17.7,51,0,0,27
1178,31-08-2025,31.3,24.3,27.4,17.9,9.2,65,0,0,44
1179,01-09-2025,31.1,24.5,27.4,5.4,16.8,61,0,0,34
1180,02-09-2025,29.3,24.6,26.5,19.4,10.2,63,0,0,35
1181,03-09-2025,29.8,23.9,26.3,22.8,11.5,63,0,0,54
1182,04-09-2025,31.4,23.6,26.5,41.2,20.6,65,0,0,38
1183,05-09-2025,30.1,24.4,26.8,7.2,8.5,63,0,0,34
1184,06-09-2025,31,23.8,27.3,5.8,10.2,61,0,0,37
1185,07-09-2025,30.7,24.6,27.2,18.6,10.2,65,0,0,54
1186,08-09-2025,31.7,23.7,27.3,4.6,11.8,61,0,0,58
1187,09-09-2025,32.1,24.7,28,3.5,7,63,0,0,49
1188,10-09-2025,32,25.1,28.2,6.3,8.9,63,0,0,72
1189,11-09-2025,30.4,25.4,27.3,15.7,10.3,63,0,0,52
1190,12-09-2025,31.7,24.1,27,8.2,11.4,63,0,0,37
1191,13-09-2025,31.1,24.3,27.3,2.5,13.9,61,0,0,36
1192,14-09-2025,31.5,24.6,27.3,7,9.8,63,0,0,73
1193,15-09-2025,29.3,24.8,26.5,19.4,9.7,65,0,0,50
1194,16-09-2025,28.5,24.6,26.3,14.1,11.7,63,0,0,22
1195,17-09-2025,30.6,24.1,27,2.1,14,51,0,0,34
1196,18-09-2025,31.2,24.4,27.7,0.9,9.3,51,0,0,48
1197,19-09-2025,32.2,24.4,28,3.5,11,61,0,0,50
1198,20-09-2025,32.4,24.7,28,4.8,11.8,61,0,0,49
1199,21-09-2025,30.7,24.8,27.1,8.8,7.3,63,0,0,83
1200,22-09-2025,30.7,25.2,27.2,11,7.8,63,0,0,98
1201,23-09-2025,28.1,24,25.9,51.3,10.5,65,1,0,79
1202,24-09-2025,28.9,24,25.8,43.2,12.1,65,0,0,52
1203,25-09-2025,31.4,23.7,27.2,1.9,13.4,53,0,0,53
1204,26-09-2025,31.5,24.5,26.9,27.3,15.6,65,0,0,58
1205,27-09-2025,30.6,25.1,27,12.1,21.8,63,0,0,36
1206,28-09-2025,30.4,25.1,27.1,5.8,12.3,63,0,0,29
1207,29-09-2025,31.1,24,27.2,0.5,8.2,51,0,0,12
1208,30-09-2025,31,24.2,27.2,5,9.3,63,0,0,19
1209,01-10-2025,31.8,24.3,27.8,5.2,16.3,61,0,0,65
1210,02-10-2025,30.5,25.1,26.7,36.4,22.8,65,0,0,60
1211,03-10-2025,27.9,24.4,25.9,22.6,17.4,63,0,0,28
1212,04-10-2025,30.6,24.6,26.3,11.3,14.4,63,0,0,30
1213,05-10-2025,28.8,24.1,25.5,6.1,13.3,63,0,0,35
1214,06-10-2025,28.8,23,25.7,3,7.1,55,0,0,17
1215,07-10-2025,29.9,23.5,26,2.5,11.1,53,0,0,35
1216,08-10-2025,30.6,24.5,26.9,4.9,6.9,61,0,0,40
1217,09-10-2025,31,24.2,26.7,2.6,7.4,61,0,0,34
1218,10-10-2025,31.2,23.2,26.3,4.8,15.7,63,0,0,31
1219,11-10-2025,31.5,22.8,26.8,0,9,3,0,0,14
1220,12-10-2025,31,22.4,26.5,0,6.2,2,0,0,31
1221,13-10-2025,31,22.9,26.5,0,8.2,0,0,0,26
1222,14-10-2025,31.4,22.5,26.6,0,6.3,1,0,0,15
1223,15-10-2025,31.4,22.4,26.4,0,6.1,0,0,0,18
1224,16-10-2025,30.9,22.2,25.9,0,8.2,0,0,0,18
1225,17-10-2025,31,21.7,25.5,0,7.8,0,0,0,17
1226,18-10-2025,30.5,20.6,25.5,0,6.3,0,0,0,37
1227,19-10-2025,30.2,22.6,25.9,0.6,9.4,51,0,0,42
